GAME_DATE_EST,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,PTS_home,PTS_away,point_total,point_average_last10,point_againts_average_last10,away_point_average_last10,away_point_againts_average_last10,cgp,wins,losses,winpercent,cgp_away,wins_away,losses_away,winpercen_away,hometeam-homewins,hometeam-awaywins,awayteam-homewins,awayteam-awaywins,avgpointtotal_home,avgpointtotal_away,meanpointtotal
2017-11-05,1610612753,1610612738,2017,88.0,104.0,192.0,96.55,103.5,99.65,105.5,9,6,3,0.667,9,7,2,0.778,3,3,3,4,212.66000000000003,209.84,211.25
2017-11-05,1610612761,1610612764,2017,96.0,107.0,203.0,100.6,99.2,94.7,91.35,8,5,3,0.625,8,4,4,0.5,2,3,2,2,204.2,220.14,212.17
2017-11-05,1610612745,1610612762,2017,137.0,110.0,247.0,112.7,109.85,95.55,106.55,10,7,3,0.7,9,5,4,0.556,1,6,5,0,220.7,199.74,210.22
2017-11-05,1610612759,1610612756,2017,112.0,95.0,207.0,107.75,96.55,106.25,103.85,9,5,4,0.556,9,4,5,0.444,3,2,2,2,204.24,224.2,214.22
2017-11-05,1610612752,1610612754,2017,108.0,101.0,209.0,101.2,97.2,92.05,92.25,8,4,4,0.5,9,5,4,0.556,3,1,3,2,210.48000000000002,211.5,210.99
2017-11-05,1610612750,1610612766,2017,112.0,94.0,206.0,110.05,111.2,99.45,97.7,9,6,3,0.667,9,5,4,0.556,3,3,4,1,217.48000000000002,209.94,213.71
2017-11-05,1610612757,1610612760,2017,103.0,99.0,202.0,104.75,105.45,101.8,103.4,9,5,4,0.556,8,4,4,0.5,3,2,2,2,214.57999999999998,210.51999999999998,212.54999999999998
2017-11-05,1610612747,1610612763,2017,107.0,102.0,209.0,107.3,114.65,98.25,97.5,9,4,5,0.444,9,6,3,0.667,3,1,4,2,215.51999999999998,201.22,208.37
2017-11-04,1610612746,1610612763,2017,104.0,113.0,217.0,109.85,106.5,98.25,97.5,7,5,2,0.7140000000000001,8,5,3,0.625,3,2,4,1,211.5,200.82,206.16
2017-11-04,1610612765,1610612758,2017,108.0,99.0,207.0,100.85,105.95,97.75,101.5,9,6,3,0.667,8,1,7,0.125,3,3,0,1,205.84,206.22,206.03
2017-11-04,1610612741,1610612740,2017,90.0,96.0,186.0,94.0,91.0,100.45,104.8,7,2,5,0.286,9,4,5,0.444,1,1,1,3,204.3,214.78,209.54000000000002
2017-11-04,1610612750,1610612742,2017,112.0,99.0,211.0,110.05,111.2,104.45,102.7,8,5,3,0.625,10,1,9,0.1,2,3,1,0,217.74,201.38,209.56
2017-11-04,1610612743,1610612744,2017,108.0,127.0,235.0,109.2,110.3,107.5,105.85,9,5,4,0.556,9,6,3,0.667,3,2,2,4,220.60000000000002,221.02,220.81
2017-11-03,1610612765,1610612749,2017,105.0,96.0,201.0,100.85,105.95,99.8,108.15,8,5,3,0.625,8,4,4,0.5,2,3,2,2,206.14,203.8,204.97
2017-11-03,1610612753,1610612741,2017,83.0,105.0,188.0,96.55,103.5,94.0,91.0,8,6,2,0.75,6,1,5,0.1669999999999999,3,3,1,0,212.74,204.92000000000002,208.83
2017-11-03,1610612755,1610612754,2017,121.0,110.0,231.0,97.85,106.0,92.05,92.25,8,4,4,0.5,8,5,3,0.625,1,3,3,2,215.96,211.26,213.61
2017-11-03,1610612764,1610612739,2017,122.0,130.0,252.0,94.7,91.35,101.9,101.55,7,4,3,0.5710000000000001,8,3,5,0.375,2,2,2,1,219.02,218.88,218.95
2017-11-03,1610612737,1610612745,2017,104.0,119.0,223.0,96.35,95.7,112.7,109.85,8,1,7,0.125,9,6,3,0.667,0,1,1,5,207.28,220.8,214.04000000000002
2017-11-03,1610612752,1610612756,2017,120.0,107.0,227.0,101.2,97.2,106.25,103.85,7,3,4,0.429,8,4,4,0.5,2,1,2,2,210.28,223.9,217.09
2017-11-03,1610612742,1610612740,2017,94.0,99.0,193.0,104.45,102.7,100.45,104.8,9,1,8,0.111,8,3,5,0.375,1,0,1,2,202.06,214.84,208.45
2017-11-03,1610612759,1610612766,2017,108.0,101.0,209.0,107.75,96.55,99.45,97.7,8,4,4,0.5,8,5,3,0.625,2,2,4,1,204.18,210.1,207.14
2017-11-03,1610612743,1610612748,2017,95.0,94.0,189.0,109.2,110.3,97.25,95.5,8,4,4,0.5,7,3,4,0.429,2,2,3,0,221.24,209.14,215.19
2017-11-03,1610612762,1610612761,2017,100.0,109.0,209.0,95.55,106.55,100.6,99.2,8,5,3,0.625,7,4,3,0.5710000000000001,5,0,2,2,199.62,204.42000000000002,202.02
2017-11-03,1610612760,1610612738,2017,94.0,101.0,195.0,101.8,103.4,99.65,105.5,7,4,3,0.5710000000000001,8,6,2,0.75,2,2,3,3,210.94,209.98000000000002,210.46
2017-11-03,1610612747,1610612751,2017,124.0,112.0,236.0,107.3,114.65,96.7,98.4,8,3,5,0.375,8,3,5,0.375,2,1,3,0,215.14,218.51999999999998,216.82999999999998
2017-11-02,1610612759,1610612744,2017,92.0,112.0,204.0,107.75,96.55,107.5,105.85,7,4,3,0.5710000000000001,8,5,3,0.625,2,2,2,3,203.94,221.48000000000002,212.71
2017-11-02,1610612757,1610612747,2017,113.0,110.0,223.0,104.75,105.45,107.3,114.65,8,4,4,0.5,7,3,4,0.429,2,2,2,1,214.36,214.66,214.51
2017-11-01,1610612766,1610612749,2017,126.0,121.0,247.0,99.45,97.7,99.8,108.15,7,4,3,0.5710000000000001,7,4,3,0.5710000000000001,3,1,2,2,209.32,203.62,206.47
2017-11-01,1610612739,1610612754,2017,107.0,124.0,231.0,101.9,101.55,92.05,92.25,7,3,4,0.429,7,4,3,0.5710000000000001,2,1,3,1,218.2,210.7,214.45
2017-11-01,1610612755,1610612737,2017,119.0,109.0,228.0,97.85,106.0,96.35,95.7,7,3,4,0.429,7,1,6,0.143,0,3,0,1,215.3,206.98000000000002,211.14000000000001
2017-11-01,1610612764,1610612756,2017,116.0,122.0,238.0,94.7,91.35,106.25,103.85,6,4,2,0.667,7,3,4,0.429,2,2,2,1,218.74,223.56,221.15
2017-11-01,1610612738,1610612758,2017,113.0,86.0,199.0,99.65,105.5,97.75,101.5,7,5,2,0.7140000000000001,7,1,6,0.143,2,3,0,1,210.42000000000002,206.76,208.59
2017-11-01,1610612748,1610612741,2017,97.0,91.0,188.0,97.25,95.5,94.0,91.0,6,2,4,0.333,5,1,4,0.2,2,0,1,0,209.56,205.92000000000002,207.74
2017-11-01,1610612752,1610612745,2017,97.0,119.0,216.0,101.2,97.2,112.7,109.85,6,3,3,0.5,8,5,3,0.625,2,1,1,4,210.2,220.51999999999998,215.35999999999999
2017-11-01,1610612763,1610612753,2017,99.0,101.0,200.0,98.25,97.5,96.55,103.5,7,5,2,0.7140000000000001,7,5,2,0.7140000000000001,4,1,3,2,201.39999999999998,213.06,207.23
2017-11-01,1610612740,1610612750,2017,98.0,104.0,202.0,100.45,104.8,110.05,111.2,7,3,4,0.429,7,4,3,0.5710000000000001,1,2,2,2,214.66,218.14,216.39999999999998
2017-11-01,1610612743,1610612761,2017,129.0,111.0,240.0,109.2,110.3,100.6,99.2,7,3,4,0.429,6,4,2,0.667,1,2,2,2,221.18,203.28,212.23000000000002
2017-11-01,1610612762,1610612757,2017,112.0,103.0,215.0,95.55,106.55,104.75,105.45,7,4,3,0.5710000000000001,7,4,3,0.5710000000000001,4,0,2,2,199.16,213.76,206.45999999999998
2017-11-01,1610612746,1610612742,2017,119.0,98.0,217.0,109.85,106.5,104.45,102.7,6,4,2,0.667,8,1,7,0.125,2,2,1,0,211.66,201.6,206.63
2017-10-31,1610612754,1610612758,2017,101.0,83.0,184.0,92.05,92.25,97.75,101.5,6,3,3,0.5,6,1,5,0.1669999999999999,2,1,0,1,211.26,207.64,209.45
2017-10-31,1610612751,1610612756,2017,114.0,122.0,236.0,96.7,98.4,106.25,103.85,7,3,4,0.429,6,2,4,0.333,3,0,2,0,218.1,222.78,220.44
2017-10-31,1610612749,1610612760,2017,91.0,110.0,201.0,99.8,108.15,101.8,103.4,6,4,2,0.667,6,3,3,0.5,2,2,2,1,203.48000000000002,210.76,207.12
2017-10-31,1610612747,1610612765,2017,113.0,93.0,206.0,107.3,114.65,100.85,105.95,6,2,4,0.333,7,5,2,0.7140000000000001,1,1,2,3,214.39999999999998,205.76,210.07999999999998
2017-10-30,1610612738,1610612759,2017,108.0,94.0,202.0,99.65,105.5,107.75,96.55,6,4,2,0.667,6,4,2,0.667,1,3,2,2,209.98000000000002,203.62,206.8
2017-10-30,1610612748,1610612750,2017,122.0,125.0,247.0,97.25,95.5,110.05,111.2,5,2,3,0.4,6,3,3,0.5,2,0,2,1,208.62,217.66,213.14
2017-10-30,1610612752,1610612743,2017,116.0,110.0,226.0,101.2,97.2,109.2,110.3,5,2,3,0.4,6,3,3,0.5,1,1,1,2,210.14,221.01999999999998,215.57999999999998
2017-10-30,1610612745,1610612755,2017,107.0,115.0,222.0,112.7,109.85,97.85,106.0,7,5,2,0.7140000000000001,6,2,4,0.333,1,4,0,2,220.72,215.39999999999998,218.06
2017-10-30,1610612763,1610612766,2017,99.0,104.0,203.0,98.25,97.5,99.45,97.7,6,5,1,0.833,6,3,3,0.5,4,1,3,0,201.36,209.38,205.37
2017-10-30,1610612740,1610612753,2017,99.0,115.0,214.0,100.45,104.8,96.55,103.5,6,3,3,0.5,6,4,2,0.667,1,2,3,1,214.3,213.51999999999998,213.91
2017-10-30,1610612762,1610612742,2017,104.0,89.0,193.0,95.55,106.55,104.45,102.7,6,3,3,0.5,7,1,6,0.143,3,0,1,0,199.24,201.68,200.46
2017-10-30,1610612757,1610612761,2017,85.0,99.0,184.0,104.75,105.45,100.6,99.2,6,4,2,0.667,5,3,2,0.6,2,2,2,1,214.34,203.57999999999998,208.95999999999998
2017-10-30,1610612746,1610612744,2017,113.0,141.0,254.0,109.85,106.5,107.5,105.85,5,4,1,0.8,7,4,3,0.5710000000000001,2,2,2,2,211.48000000000002,221.24,216.36
2017-10-29,1610612737,1610612749,2017,106.0,117.0,223.0,96.35,95.7,99.8,108.15,6,1,5,0.1669999999999999,5,3,2,0.6,0,1,2,1,206.48000000000002,202.86,204.67000000000002
2017-10-29,1610612754,1610612759,2017,97.0,94.0,191.0,92.05,92.25,107.75,96.55,5,2,3,0.4,5,4,1,0.8,1,1,2,2,211.3,204.12,207.71
2017-10-29,1610612751,1610612743,2017,111.0,124.0,235.0,96.7,98.4,109.2,110.3,6,3,3,0.5,5,2,3,0.4,3,0,1,1,217.36,221.04000000000002,219.20000000000002
2017-10-29,1610612766,1610612753,2017,120.0,113.0,233.0,99.45,97.7,96.55,103.5,5,2,3,0.4,5,4,1,0.8,2,0,3,1,209.06,213.28,211.17000000000002
2017-10-29,1610612758,1610612764,2017,83.0,110.0,193.0,97.75,101.5,94.7,91.35,5,1,4,0.2,5,3,2,0.6,0,1,2,1,207.9,219.92000000000002,213.91000000000003
2017-10-29,1610612739,1610612752,2017,95.0,114.0,209.0,101.9,101.55,101.2,97.2,6,3,3,0.5,4,1,3,0.25,2,1,1,0,218.34,210.3,214.32
2017-10-29,1610612744,1610612765,2017,107.0,115.0,222.0,107.5,105.85,100.85,105.95,6,4,2,0.667,6,4,2,0.667,2,2,2,2,221.07999999999998,206.0,213.54
2017-10-28,1610612740,1610612739,2017,123.0,101.0,224.0,100.45,104.8,101.9,101.55,5,2,3,0.4,5,3,2,0.6,0,2,2,1,213.82,218.26,216.04
2017-10-28,1610612748,1610612738,2017,90.0,96.0,186.0,97.25,95.5,99.65,105.5,4,2,2,0.5,5,3,2,0.6,2,0,1,2,209.27999999999997,210.34,209.81
2017-10-28,1610612741,1610612760,2017,69.0,101.0,170.0,94.0,91.0,101.8,103.4,4,1,3,0.25,5,2,3,0.4,1,0,2,0,206.28,211.78,209.03
2017-10-28,1610612763,1610612745,2017,103.0,89.0,192.0,98.25,97.5,112.7,109.85,5,4,1,0.8,6,5,1,0.833,3,1,1,4,200.78,221.3,211.04000000000002
2017-10-28,1610612742,1610612755,2017,110.0,112.0,222.0,104.45,102.7,97.85,106.0,6,1,5,0.1669999999999999,5,1,4,0.2,1,0,0,1,201.4,214.72,208.06
2017-10-28,1610612762,1610612747,2017,96.0,81.0,177.0,95.55,106.55,107.3,114.65,5,2,3,0.4,5,2,3,0.4,2,0,1,1,199.38,215.3,207.34
